Name,Team,Position,Element,FP,TP,Kick,Body,Control,Guard,Speed,Stamina,Guts,Freedom,1st Move,2nd Move,3rd Move,4th Move
Norm Drilling,Connection Map,FW,Fire,158,134,57,53,54,58,60,57,54,13,Tamanori Pierrot,Spinning Cut,Tsuchi Daruma,Shine Drive
Al Chemmy,Connection Map,DF,Fire,138,168,69,68,60,65,64,62,60,16,Killer Slide,Onryou,Noroi,Psycho Shot
Braden Bakewell,Connection Map,FW,Earth,90,125,76,33,39,48,70,40,44,26,Grenade Shot,Meteor Attack,Patriot Shoot,Twin Boost
Dexter Raleigh,Connection Map,DF,Earth,118,146,46,34,35,59,69,55,60,19,Horn Train,Gorimuchuu,Mogura Feint,Tsuchi Daruma
Gary Osoto,Connection Map,DF,Wind,103,142,48,60,57,56,71,61,53,18,Killer Slide,Gorimuchuu,The Wall,Mogura Feint
Spike Clutcher,Connection Map,FW,Wind,116,137,53,53,53,54,60,55,56,20,Dash Accel,Cross Drive,Illusion Ball,Dokonjou Bat
Carter Nightly,Connection Map,DF,Earth,176,166,68,65,63,61,68,60,63,23,Tatsumaki Senpuu,Quick Draw,Cyclone,Kamaitachi
Scot Enguard,Connection Map,DF,Earth,195,152,65,60,64,60,60,62,64,16,Blade Attack,Dokonjou Bat,Gorimuchuu,Tamanori Pierrot
Max Hurt,Connection Map,GK,Fire,132,132,45,59,52,60,69,65,63,20,Killer Blade,Killer Slide,Ushiro no Shoumen,Counterstrike
Olly Gammy,Connection Map,MF,Earth,191,108,51,68,50,44,48,69,66,24,Killer Slide,Judge Through,Kumo no Ito,Reflect Buster
Edward Albion,Scouting,GK,Earth,171,132,60,60,69,56,68,62,61,33,Nekketsu Punch,Tornado Catch,Toughness Block,Makiwari Chop
Stu Born,Scouting,GK,Fire,114,102,60,56,40,48,46,56,52,33,Nekketsu Punch,Toughness Block,Rocket Kobushi,Counterstrike
Kevin Doors,Scouting,GK,Wind,173,164,70,66,68,71,62,63,63,10,Suisei Shoot,Killer Blade,Shoot Pocket,Tsumuji
Hugh Dyer,Scouting,GK,Earth,77,136,48,56,61,52,70,71,60,20,Killer Blade,Kamikakushi,Kogarashi,Reflect Buster
Marv Errick,Scouting,GK,Fire,129,174,74,71,64,76,43,68,60,20,Toughness Block,The Wall,Mogura Feint,Counterstrike
Alfie Fine,Scouting,GK,Wood,138,133,66,52,52,69,50,68,57,18,Pressure Punch,Shoot Pocket,Kumo no Ito,Power Shield
Randolf Finn,Scouting,GK,Earth,96,150,66,63,63,56,63,68,63,20,Nekketsu Punch,Toughness Block,Horn Train,Gigant Wall
Rex George,Scouting,GK,Wind,189,157,68,68,60,60,62,67,66,15,Tornado Catch,Quick Draw,Makiwari Chop,Cyclone
Den Hidden,Scouting,GK,Earth,121,153,73,60,64,76,44,79,60,26,Shikofumi,Horn Train,Makiwari Chop,Counterstrike
Trey Hugger,Scouting,GK,Fire,99,142,36,73,60,73,35,28,58,15,Power Shield,Horn Train,Makiwari Chop,Sabaki no Tettsui
Will Noble,Scouting,GK,Wood,134,158,48,48,54,41,52,48,45,30,Toughness Block,Horn Train,Rocket Kobushi,Full Power Shield
Billy Nomates,Scouting,GK,Wood,132,160,76,64,64,77,40,76,65,27,Nekketsu Punch,Power Shield,Wild Claw,Bakuretsu Punch
Sly O'Hands,Scouting,GK,Wind,158,176,56,72,79,79,45,61,69,23,Killer Blade,Doppelganger,Tsumuji,Bakuretsu Punch
Ort Omaton,Scouting,GK,Fire,90,156,63,54,61,60,72,70,53,21,Dash Accel,Rocket Kobushi,Heat Tackle,Counterstrike
Jay Pan,Scouting,GK,Earth,143,115,64,79,48,52,36,52,77,22,Shikofumi,Earthquake,Gigant Wall,Tamanori Pierrot
Oscar Petty,Scouting,GK,Fire,129,156,76,71,63,70,44,78,82,27,Killer Blade,Quick Draw,Shoot Pocket,Tsumuji
Sascha Powder,Scouting,GK,Fire,123,158,51,36,33,60,68,56,60,20,Pressure Punch,Rocket Kobushi,Kumo no Ito,Kogarashi
Jen Quibble,Scouting,GK,Earth,94,144,56,67,40,70,62,67,58,16,Spinning Cut,Tsumuji,Kagome Kagome,Counterstrike
Ace Server,Scouting,GK,Wind,151,168,76,69,63,78,46,77,68,24,Tornado Catch,Blade Attack,Makiwari Chop,Counterstrike
Shaun Staid,Scouting,GK,Wind,101,154,43,61,53,61,79,77,56,27,Tamanori Pierrot,Magic,Rocket Kobushi,Illusion Ball
Griff Strummer,Scouting,GK,Wind,158,170,60,52,60,60,55,57,57,32,Tornado Catch,Coil Turn,Kogarashi,Hurricane Arrow
Nick Swagg,Scouting,GK,Fire,143,149,68,69,71,64,64,64,60,21,Tornado Catch,Doppelganger,Tsumuji,Ushiro no Shoumen
Tim Toppel,Scouting,GK,Wood,176,172,69,65,64,60,64,69,61,17,Pressure Punch,Shoot Pocket,Makiwari Chop,Tsumuji
Boe Tyer,Scouting,GK,Fire,151,149,49,59,65,51,53,63,62,21,Power Shield,Tamanori Pierrot,Tsuchi Daruma,Full Power Shield
Julius Vernon,Scouting,GK,Earth,140,184,77,45,44,76,39,51,48,20,Wild Claw,Dash Accel,Makiwari Chop,Ushiro no Shoumen
Rainier Welkin,Scouting,GK,Fire,147,154,48,60,68,76,56,61,52,22,Nekketsu Punch,Toughness Block,Rocket Kobushi,Counterstrike
Gerry Attrick,Scouting,DF,Earth,96,142,60,65,44,70,62,60,60,15,Quick Draw,Tatsumaki Senpuu,Blade Attack,Kage Nui
Pascal Blaise,Scouting,DF,Wood,118,142,49,56,60,61,68,45,57,17,Magic,Spinning Cut,Super Scan (DF),Judge Through
Scot Chopper,Scouting,DF,Wood,132,146,48,28,30,62,70,59,56,15,Kumo no Ito,Kagome Kagome,Dash Storm,Shine Drive
Dan Dandy,Scouting,DF,Wind,154,150,61,43,44,63,68,65,68,21,Coil Turn,Spinning Cut,Moonsault,Dash Storm
Beau Fort,Scouting,DF,Wind,145,137,48,48,45,60,68,52,54,19,Spinning Cut,Illusion Ball,Cyclone,Gorimuchuu
Jack Frosty,Scouting,DF,Wind,178,166,65,70,64,65,67,60,68,9,Coil Turn,Magic,Kumo no Ito,Hawk Shot
Shaun Imago,Scouting,DF,Wind,123,132,42,36,30,55,60,60,60,15,Coil Turn,Cross Drive,Illusion Ball,Bunshin Shoot
Doug Lee,Scouting,DF,Fire,112,158,44,36,30,55,70,62,57,15,Sumo Stomp,The Wall,Mole Fake,Divine Stamp
Scout Messenger,Scouting,DF,Wood,154,156,69,61,56,58,63,56,52,20,Coil Turn,Dash Accel,Kamaitachi,Cyclone
Sam Murray,Scouting,DF,Wind,107,142,67,54,52,69,35,68,59,14,Kage Nui,Dokugiri no Jutsu,Bunshin Feint,Bunshin Shoot
Drew Reiner,Scouting,DF,Earth,165,168,66,71,70,66,62,68,63,32,Coil Turn,Blade Attack,Kumo no Ito,Cross Drive
Reg Thrift,Scouting,DF,Earth,94,146,45,56,54,63,77,53,60,22,Coil Turn,Quick Draw,Kumo no Ito,Illusion Ball
Dan Vega,Scouting,DF,Wood,167,154,66,64,62,60,64,62,68,12,Onryou,Zanzou,Kumo no Ito,Kagome Kagome
Walter Walken,Scouting,DF,Wind,127,128,44,42,48,49,50,51,73,25,Coil Turn,Monkey Turn,Ushiro no Shoumen,Back Tornado
Des Ainer,Scouting,MF,Fire,160,158,71,60,61,63,34,60,59,16,Shikofumi,Earthquake,Gorimuchuu,Tsuchi Daruma
Bryce Bergman,Scouting,MF,Fire,165,140,45,61,59,60,64,69,60,23,Dash Accel,Judge Through,Dokonjou Bat,Koutei Penguin 2gou
Tim Bergoods,Scouting,MF,Wind,198,134,51,52,62,52,78,39,62,23,Gorimuchuu,Zigzag Spark,Dokugiri no Jutsu,Dash Storm
Holly Cricket,Scouting,MF,Fire,118,156,61,70,48,63,63,67,56,19,Judge Through,Fake Ball,Dokugiri no Jutsu,Kung Fu Head
Grew Driver,Scouting,MF,Wind,165,172,67,64,64,64,68,64,64,13,Zigzag Spark,Cross Drive,Bunshin Feint,Twin Boost
Waite Forrit,Scouting,MF,Earth,165,140,61,55,59,58,59,68,59,15,Kung Fu Head,Tatsumaki Senpuu,Bunshin Shoot,Sabaki no Tettsui
Garland Gathers,Scouting,MF,Earth,118,124,56,44,52,44,52,61,46,15,Magic,Kamikakushi,Illusion Ball,Freeze Shot
Cameron Hameha,Scouting,MF,Wood,129,116,44,49,58,44,46,55,50,9,Tamanori Pierrot,Magic,Zanzou,Moonsault
Bert Neptune,Scouting,MF,Wood,178,178,64,70,64,64,62,61,61,15,Super Scan (DF),Super Scan (OF),Harvest,Freeze Shot
Ton Nino,Scouting,MF,Wind,151,150,66,60,63,56,55,71,63,28,Shippuu Dash,Zigzag Spark,Blade Attack,Bunshin Shoot
Phil Occifer,Scouting,MF,Wood,169,176,51,55,65,44,60,61,62,19,Magic,Noroi,Onryou,Psycho Shot
Vinny O'Gaines,Scouting,MF,Wood,158,133,46,61,64,52,52,52,55,15,Noroi,Zanzou,Cyclone,Bunshin Shoot
Bobby Peel,Scouting,MF,Earth,165,146,60,62,55,56,59,52,62,26,Gorimuchuu,Blade Attack,Bunshin Feint,Jigoku Guruma
Biron Pendexter,Scouting,MF,Wood,112,192,62,68,53,71,63,60,59,21,Dash Accel,Zigzag Spark,Bunshin Feint,Dash Storm
Harry Redcastle,Scouting,MF,Wind,121,178,63,60,53,69,52,56,60,20,Shippuu Dash,Zigzag Spark,Hyakuretsu Shot,Back Tornado
Ollie Seeker,Scouting,MF,Earth,112,133,71,60,52,58,52,63,62,16,Shikofumi,Mogura Feint,The Wall,Tsuchi Daruma
Gabriel Shekinah,Scouting,MF,Wind,79,132,62,58,82,60,50,64,56,19,Tatsumaki Senpuu,Spiral Shot,Kamaitachi,Cross Drive
Rupert Spiers,Scouting,MF,Wind,127,152,55,64,70,70,74,68,63,24,Shippuu Dash,Judge Through,Dokonjou Bat,Dash Storm
Daley Switcher,Scouting,MF,Earth,132,176,61,66,63,63,59,60,56,17,Gorimuchuu,Spinning Cut,Spinning Shoot,Dash Storm
Kay Acker,Scouting,FW,Wind,182,144,58,71,48,60,62,74,60,17,Phantom Shoot,Bunshin Shoot,Bunshin Feint,Back Tornado
Dave Altair,Scouting,FW,Wind,213,136,61,63,57,58,53,69,60,22,Dash Accel,Spiral Shot,Patriot Shoot,Shine Drive
Manny Atom,Scouting,FW,Fire,213,148,67,59,54,68,64,61,54,15,Dash Accel,Hyakuretsu Shot,Run Ball Run,Zigzag Spark
Gene Bottle,Scouting,FW,Wind,83,138,62,60,40,68,52,69,52,14,Doppelganger,Spinning Shoot,Zanzou,Divine Arrow
Ashley Dale,Scouting,FW,Wood,187,160,54,60,78,60,70,61,68,25,Rolling Kick,Phantom Shoot,Zanzou,Dokonjou Bat
Ben Evolent,Scouting,FW,Wind,169,154,68,52,60,60,52,59,52,10,Snake Shot,Phantom Shoot,Meteor Attack,Run Ball Run
Ashley Fay,Scouting,FW,Wind,123,100,62,56,40,51,40,57,52,32,Snake Shot,Hyakuretsu Shot,Illusion Ball,Back Tornado
Mo Hawkes,Scouting,FW,Fire,140,141,60,69,47,63,60,62,60,22,Shikofumi,Mogura Feint,Earthquake,Tsuchi Daruma
Eggbert Heading,Scouting,FW,Wood,217,140,68,53,58,71,38,76,62,19,Super Scan (OF),Super Scan (DF),Rolling Kick,Psycho Shot
Larry Helps,Scouting,FW,Wood,77,158,46,54,57,59,60,54,55,15,Phantom Shoot,Zigzag Spark,Bunshin Shoot,Death Zone
Monty Hillary,Scouting,FW,Earth,88,146,42,56,59,63,65,64,52,20,Phantom Shoot,Super Scan (OF),Super Scan (DF),Twin Boost
Jimmy Mach,Scouting,FW,Wind,158,149,52,61,60,58,79,76,50,30,Grenade Shot,Zanzou,Cyclone,Back Tornado
Pat Maclean,Scouting,FW,Wind,167,168,63,64,62,69,60,60,68,20,Rolling Kick,Dynamite Shoot,Gorimuchuu,Freeze Shot
Bill Moony,Scouting,FW,Earth,103,152,79,53,56,60,64,61,52,20,Toughness Block,Freeze Shot,Illusion Ball,Kagome Kagome
Will Racer,Scouting,FW,Earth,171,158,56,61,56,60,60,54,60,37,Snake Shot,Tarzan Kick,Tsuchi Daruma,Reflect Buster
Char Shumaker,Scouting,FW,Earth,171,132,60,60,59,57,57,59,55,33,Dynamite Shoot,Gorimuchuu,Tsuchi Daruma,Mogura Feint
Scott Springer,Scouting,FW,Wind,96,134,78,59,63,53,52,60,54,20,Phantom Shoot,Dynamite Shoot,Bunshin Shoot,Jigoku Guruma
Derek Terr,Scouting,FW,Fire,110,138,50,32,31,61,77,58,59,17,Doppelganger,Phantom Shoot,Psycho Shot,Blade Attack
George Winters,Scouting,FW,Wood,140,180,44,72,76,68,79,70,73,37,Tamanori Pierrot,Dokonjou Bat,Bunshin Feint,Bunshin Shoot
Evan Yielding,Scouting,FW,Wood,160,160,53,46,50,60,76,65,64,26,Psycho Shot,Illusion Ball,Twin Boost,Death Zone
Darrel Jeeling,Scouting,GK,Wood,173,150,47,60,68,46,58,59,53,14,Grenade Shot,Shine Drive,Shoot Pocket,Full Power Shield
Paul Peabody,Scouting,DF,Wind,217,192,65,76,62,69,64,73,74,43,Tamanori Pierrot,Ushiro no Shoumen,God Hand,Majin The Hand
Miles Ryan,Scouting,DF,Wind,171,174,59,48,46,69,76,64,65,26,Shippuu Dash,Zigzag Spark,Kamaitachi,Cyclone
Duncan Jump,Scouting,DF,Fire,209,120,40,48,48,40,43,76,48,20,Dash Accel,Horn Train,Heat Tackle,Dash Storm
Saul Dowd,Scouting,DF,Earth,147,130,52,56,58,54,61,53,63,42,Shikofumi,Onryou,Dokugiri no Jutsu,Earthquake
Chester Horse Jr,Scouting,MF,Wood,158,129,55,72,71,58,63,59,59,41,Gorimuchuu,Monkey Turn,Dokonjou Bat,Bunshin Feint
Nathin Gaunt,Scouting,MF,Earth,79,140,40,56,52,61,76,52,61,15,Gorimuchuu,Monkey Turn,Kumo no Ito,Moonsault
Rory Boomer,Scouting,MF,Earth,171,156,71,62,57,56,60,65,79,25,Killer Slide,Heat Tackle,Ushiro no Shoumen,Reflect Buster
Erik Eagle,Scouting,MF,Wood,154,197,79,60,76,64,63,53,71,36,Spinning Shoot,Spinning Cut,Illusion Ball,The Phoenix
Cash Barganier,Scouting,FW,Fire,167,156,43,35,38,52,76,37,61,22,Suisei Shoot,Dynamite Shoot,Patriot Shoot,Shine Drive
Shadow Cimmerian,Scouting,FW,Wood,193,176,60,74,68,73,63,60,64,29,Kage Nui,Dark Tornado,Doppelganger,Death Zone
Byron Love,Zeus,MF,Wood,167,184,79,69,77,70,72,68,67,0,Heaven's Time,Divine Stamp,Cyclone,Whirlwind
Dan Nettles,Scouting,GK,Wood,189,136,62,60,58,60,61,38,53,15,Toughness Block,Blade Attack,Shoot Pocket,Harvest
Ike Flinger Doerflinger,Scouting,FW,Wood,138,152,53,60,58,61,52,56,52,22,Spinning Shot,Utter Gutsiness Bat,About Face,Boost Glider
Harley Trotter,Scouting,FW,Fire,112,141,70,56,56,59,61,71,54,21,Snake Shot,Patriot Shoot,Tatsumaki Senpuu,Super Scan (OF)
Jess Uplement,Scouting,MF,Earth,118,102,57,60,40,42,50,52,52,31,Tatsumaki Senpuu,Super Armadillo,Tsuchi Daruma,Jigoku Guruma
Zin Giber,Scouting,MF,Wood,103,144,41,59,54,58,74,59,54,19,Gorimuchuu,Magic,Dokonjou Bat,Judge Through
Owen Greenfield,Scouting,MF,Wood,187,156,60,67,72,64,63,63,60,40,Magic,Illusion Ball,Moonsault,Boost Glider
Chris Smiles Miles,Scouting,MF,Wood,129,190,58,69,60,60,52,57,56,20,Killer Slide,Dash Accel,Monkey Turn,Moonsault
Ebenezer Marner,Scouting,DF,Fire,121,130,42,36,31,56,68,63,55,15,Killer Slide,Fake Ball,Illusion Ball,Sabaki no Tettsui
Alec Smart,Scouting,GK,Fire,116,118,45,48,50,40,51,47,45,43,Dash Accel,Killer Slide,Toughness Block,Counterstrike
Reid Scarlet,Scouting,DF,Fire,94,148,61,62,50,69,54,64,57,22,Dash Accel,Kamikakushi,Bunshin Feint,Tarzan Kick
Grover Bearing,Scouting,GK,Fire,149,138,61,54,52,57,52,58,60,34,Toughness Block,Killer Slide,Bakuretsu Punch,Hurricane Arrow
Alistair Horizon,Scouting,MF,Wood,162,176,42,63,77,40,61,61,59,14,Magic,Noroi,Shikofumi,Onryou
Patch Upright,Scouting,DF,Fire,143,156,51,62,69,44,60,52,57,18,Super Scan (DF),Super Scan (OF),Patriot Shoot,Freeze Shot
Marty Gras,Scouting,FW,Wind,132,115,58,53,40,51,47,53,58,26,Kamikakushi,Onryou,Noroi,Bunshin Shoot
Nick Knack,Scouting,MF,Fire,151,133,52,54,68,48,53,57,60,15,Spinning Cut,Illusion Ball,Cross Drive,Twin Boost
Ted Larkin,Scouting,MF,Wood,94,136,60,59,62,63,62,70,58,14,Onryou,Noroi,Ushiro no Shoumen,Psycho Shot
Lloyd Tabb,Scouting,DF,Wind,83,130,41,52,62,56,62,59,63,15,Coil Turn,Monkey Turn,Cyclone,Hurricane Arrow
Lou Paster,Scouting,FW,Wind,193,196,58,62,63,56,60,70,55,25,Kamikakushi,Psycho Shot,Kumo no Ito,Bunshin Feint
Rob Observer Zervatory,Connection Map,FW,Wood,173,154,68,52,58,57,62,63,52,16,Killer Slide,Meteor Attack,Dash Accelerator,Shine Drive
Paul Downs,Scouting,MF,Wind,173,194,48,52,71,41,53,57,62,17,Killer Slide,Blade Attack,Magic,Kumo no Ito
Fran Zimmer,Scouting,DF,Wind,114,137,60,56,53,61,55,64,56,15,Killer Slide,Blade Attack,Zigzag Spark,Freeze Shot
Anthony Phinder,Scouting,FW,Fire,173,132,54,53,56,60,60,61,56,12,Spinning Shoot,Phantom Shoot,Dynamite Shoot,Twin Boost
Jonah Troutman,Scouting,FW,Wood,151,158,47,59,68,48,55,57,58,20,Rolling Kick,Phantom Shoot,Hyakuretsu Shot,Back Tornado
Rob Anchor,Scouting,DF,Wind,204,144,61,57,74,53,61,71,55,15,Coil Turn,Quick Draw,Dokugiri no Jutsu,Hurricane Arrow
Knight Reader,Scouting,DF,Earth,123,106,44,48,46,72,51,49,47,24,Super Scan (DF),Super Scan (OF),Harvest,Kage Nui
Harold Derry,Scouting,DF,Fire,107,104,38,34,34,68,60,64,68,16,Killer Slide,Horn Train,Heat Tackle,Kage Nui
Spike Coiffs,Scouting,DF,Wind,147,158,40,60,77,43,53,58,52,11,Tamanori Pierrot,Fake Ball,Dokugiri no Jutsu,Cyclone
Bob Dingy Dingnagian,Scouting,MF,Earth,107,140,46,56,59,60,60,63,59,26,Shikofumi,Tamanori Pierrot,Rolling Kick,Magic
Bully Thrower,Scouting,FW,Wind,171,156,44,54,69,41,61,55,57,17,Shippuu Dash,Dokonjou Bat,Judge Through,Zigzag Spark
Lenny Lakeman,Scouting,GK,Fire,138,113,54,60,52,46,48,52,63,15,Pressure Punch,Shoot Pocket,Horn Train,Bakuretsu Punch
Hal LeButt,Scouting,GK,Wind,158,192,41,52,68,44,59,63,60,16,Power Shield,Tatsumaki Senpuu,Kamaitachi,Full Power Shield
Bones Size,Scouting,DF,Wood,99,142,45,55,61,59,74,60,54,17,Ushiro no Shoumen,Kagome Kagome,Kamikakushi,Magic
Buster Chopps,Scouting,GK,Fire,169,92,59,56,57,59,58,60,79,24,Toughness Block,Judge Through,Tsumuji,Counterstrike
Ifan Tassy,Scouting,MF,Earth,140,113,60,51,57,56,58,63,60,38,Gorimuchuu,Coil Turn,Mogura Feint,Phantom Shoot
Graham Hush,Scouting,FW,Earth,127,184,56,65,60,63,58,58,54,22,Snake Shot,Tarzan Kick,Dash Accel,Mogura Feint
Barry Straw,Scouting,FW,Wind,132,106,38,72,48,38,73,41,47,23,Coil Turn,Condor Dive,Illusion Ball,Twin Boost
Mario Nette,Scouting,DF,Earth,127,110,43,45,47,48,48,44,42,40,Noroi,Onryou,Psycho Shot,Tamanori Pierrot
Ernie Riddell,Scouting,FW,Wood,143,140,44,57,76,44,53,53,60,14,Spiral Shot,Magic,Phantom Shoot,Dokonjou Bat
Ricky Charmers,Scouting,FW,Wood,116,132,54,52,52,62,60,60,63,19,Rolling Kick,Kung Fu Head,Run Ball Run,Mogura Feint
Gus Potter,Scouting,DF,Earth,77,150,46,56,58,59,67,61,61,26,Shikofumi,Gorimuchuu,Fake Ball,Mega Quake
Terry Orr,Scouting,DF,Fire,217,126,50,43,40,44,71,79,68,20,Horn Train,Mogura Feint,Wild Claw,Earthquake
Robin Cruise,Scouting,GK,Earth,103,156,64,58,55,68,32,61,56,21,Killer Blade,Quick Draw,Kogarashi,Tarzan Kick
Al Askan,Scouting,FW,Earth,149,140,49,63,76,69,53,56,62,16,Tarzan Kick,Monkey Turn,Run Ball Run,Shikofumi
Will Whist,Scouting,GK,Fire,138,138,61,36,30,52,62,54,53,19,Killer Slide,Power Shield,Bakuretsu Punch,Judge Through
Rich Eden,Scouting,GK,Wood,127,149,59,71,54,64,56,52,61,15,Pressure Punch,Meteor Attack,Rocket Kobushi,Patriot Shoot
Rip Airman,Scouting,DF,Earth,94,134,48,52,54,53,65,66,59,22,Coil Turn,Spinning Cut,Kumo no Ito,Jigoku Guruma
Gene Bates,Scouting,DF,Fire,184,156,60,63,61,60,35,64,56,15,Killer Slide,Fake Ball,Super Scan (OF),Super Scan (DF)
Powers Squatts,Scouting,GK,Fire,187,156,62,62,40,71,28,60,56,17,Noroi,Killer Blade,Doppelganger,Makiwari Chop
Aessop Fabel,Scouting,DF,Fire,105,156,64,54,53,53,61,63,60,17,Quick Draw,Condor Dive,Onryou,Kagome Kagome
Stu Lucky Perstitious,Connection Map,DF,Fire,147,170,40,56,69,40,63,53,53,15,Spinning Shot,Spinning Cut,Moonsault,Harvest
Archy Medez,Scouting,GK,Wind,151,138,53,60,62,54,63,60,58,13,Nekketsu Punch,Condor Dive,Hawk Shot,Makiwari Chop
Hank O'Buff,Scouting,GK,Wind,112,137,46,61,60,62,66,67,52,23,Power Shield,Killer Slide,Coil Turn,Full Power Shield
Trey Bonzer Cultivator,Scouting,DF,Wood,169,168,42,56,73,51,61,62,60,18,Doppelganger,Ushiro no Shoumen,Super Armadillo,Shikofumi
Butler Chambers,Scouting,FW,Fire,123,124,71,58,40,42,48,60,56,18,Kamikakushi,Doppelganger,Magic,Back Tornado
Webber Poster,Scouting,MF,Fire,121,106,55,56,46,45,40,56,56,32,Tatsumaki Senpuu,Shippuu Dash,Zanzou,Grenade Shot
Ronny Knowles,Scouting,DF,Wood,103,138,60,62,40,60,60,62,52,15,Doppelganger,Onryou,Kage Nui,Psycho Shot
Vaughn DeVille,Scouting,DF,Wind,125,129,55,62,55,55,61,66,59,24,Tamanori Pierrot,Magic,Kamikakushi,Cyclone
Carl Nivor,Scouting,GK,Wood,101,154,48,52,58,52,67,64,56,27,Toughness Block,Bakuretsu Punch,Earthquake,Sabaki no Tettsui
Jig Charley Charleston,Scouting,MF,Earth,103,150,60,76,61,56,56,69,61,15,Illusion Ball,Blade Attack,Spinning Cut,Hurricane Arrow
Alton Oldhat,Scouting,MF,Earth,121,104,60,62,48,40,47,60,62,15,Dokugiri no Jutsu,Kamikakushi,Ushiro no Shoumen,Kagome Kagome
Dustin Westend,Scouting,FW,Wind,79,130,47,54,60,52,68,60,54,27,Suisei Shoot,Dynamite Shoot,Illusion Ball,Divine Arrow
Sandy Beecher,Scouting,FW,Wind,129,136,61,59,52,59,58,65,62,17,Grenade Shot,Noroi,Twin Boost,Kage Nui
Roy Plimsole,Scouting,GK,Wind,105,130,47,52,56,55,69,58,57,16,Power Shield,Super Scan (DF),Cyclone,Full Power Shield
Sean Trawler,Scouting,MF,Wind,173,144,57,60,62,54,52,65,54,16,Gorimuchuu,Spiral Shot,Spinning Cut,Illusion Ball
Rip Winkle,Scouting,MF,Wood,96,140,67,64,59,64,34,71,57,14,Coil Turn,Tatsumaki Senpuu,Kagome Kagome,Kamaitachi
Pace Storey,Scouting,FW,Fire,114,128,52,48,61,55,53,58,52,34,Shikofumi,Tarzan Kick,Tsuchi Daruma,Earthquake
Ike Banner,Scouting,GK,Wood,123,104,59,73,50,48,46,60,57,17,Killer Blade,Super Scan (DF),Bakuretsu Punch,Super Scan (OF)
Fry Vollity,Scouting,DF,Wood,88,150,66,52,52,54,61,65,56,22,Killer Slide,Fake Ball,Shippuu Dash,Monkey Turn
Ei King,Scouting,DF,Fire,101,148,71,55,56,56,60,68,70,18,Quick Draw,Shippuu Dash,Cyclone,Hawk Shot
Mark Brent,Scouting,MF,Wind,92,154,40,54,52,60,64,62,60,22,Magic,Illusion Ball,Moonsault,Bunshin Shoot
Al Plates,Scouting,FW,Earth,171,136,44,59,64,50,62,58,61,17,Shikofumi,Tarzan Kick,Earthquake,Dynamite Shoot
Reese Ickle,Scouting,FW,Wood,169,142,53,60,62,58,52,61,54,10,Rolling Kick,Tarzan Kick,Illusion Ball,Run Ball Run
Art Teest,Scouting,MF,Wind,94,138,53,64,50,71,56,64,52,16,Coil Turn,Kung Fu Head,Magic,Kumo no Ito
Jem Paste,Scouting,GK,Wood,88,138,46,57,63,55,61,64,56,20,Tornado Catch,Tsumuji,Kogarashi,Dash Storm
Herc Bigsby,Scouting,DF,Earth,118,154,56,62,56,71,54,60,56,20,Shikofumi,The Wall,Tsuchi Daruma,Mogura Feint
Ness Lockley,Scouting,DF,Wood,77,186,44,56,60,63,68,52,62,22,Quick Draw,Zigzag Spark,Horn Train,Ushiro no Shoumen
Lyle O'Day,Scouting,FW,Earth,158,146,60,61,56,52,60,60,62,26,Suisei Shoot,Coil Turn,Tatsumaki Senpuu,Run Ball Run
Scamp Shrimplin,Scouting,GK,Wood,156,144,47,58,68,45,52,53,60,15,Pressure Punch,Rocket Kobushi,Fake Ball,God Hand
Frank Meyer,Scouting,MF,Fire,123,178,54,62,52,63,63,56,61,20,Zigzag Spark,Illusion Ball,Tamanori Pierrot,Run Ball Run
Victor Grand,Scouting,DF,Wood,94,158,66,53,60,52,59,60,53,17,Noroi,Onryou,Doppelganger,Kage Nui
Page Helper,Scouting,MF,Earth,103,136,49,55,57,59,77,54,52,16,Zigzag Spark,Blade Attack,Cyclone,Bunshin Feint
Winn deBreeze,Scouting,DF,Wind,145,158,62,52,53,60,52,52,60,35,Spinning Cut,Cross Drive,Cyclone,Hurricane Arrow
Pip Goodweather,Scouting,GK,Earth,143,156,53,59,57,59,60,61,52,33,Killer Slide,Killer Blade,Ushiro no Shoumen,Counterstrike
Sam Aritan,Scouting,MF,Wood,125,100,52,61,47,47,49,57,62,37,Zigzag Spark,Illusion Ball,Kumo no Ito,Hurricane Arrow
Solomon Justice,Scouting,MF,Wood,145,148,62,60,53,53,59,62,56,15,Dash Accel,Monkey Turn,Horn Train,Heat Tackle
Ames Shivers,Scouting,GK,Wood,160,138,61,56,58,56,55,63,54,26,Killer Blade,Onryou,Super Scan (DF),Kogarashi
Solomon Osaka,Scouting,FW,Wind,143,158,47,59,68,42,54,54,55,16,Dynamite Shoot,Tamanori Pierrot,Twin Boost,Boost Glider
Frank Koshar,Scouting,FW,Wind,96,156,54,61,40,64,58,67,56,20,Cross Drive,Bunshin Shoot,Bunshin Feint,Ushiro no Shoumen
Kurt Tweedy,Scouting,FW,Wood,94,138,53,62,44,65,60,71,52,17,Snake Shot,Shikofumi,Gorimuchuu,Earthquake
Bennett Byers,Scouting,GK,Wind,96,134,57,63,48,68,52,60,54,14,Tornado Catch,Shoot Pocket,Super Scan (DF),Rocket Kobushi
Vern Ironfist,Scouting,FW,Wood,195,136,44,63,61,56,67,71,52,23,Horn Train,Grenade Shot,Judge Through,Patriot Shoot
